 +=========================================+
 |  Ray Tracer Teaching Tool -- RT3, v1.0  |
 |  copyright DIMAp/UFRN 2017-1019.        |
 +=========================================+

[1] Scene file parsing initiated...
 Camera [  - orthographic

>>> The Camera frame is:
    u (1 0 0 )
    v (0 1 0 )
    w (0 0 1 )

    >>> Parsing scene successfuly done! <<<

[2] Starting ray tracing progress.
    Image dimensions in pixels (W x H): 40 x 30.
    Samples per pixel: 1.
    Max ray recursion depth: 1.
    Ray tracing is usually a slow process, please be patient: 
pixel (29,  0)  ray: [o=(-2.925,-2.175,0), d=(0,0,-1)
pixel (29,  1)  ray: [o=(-2.775,-2.175,0), d=(0,0,-1)
pixel (29,  2)  ray: [o=(-2.625,-2.175,0), d=(0,0,-1)
pixel (29,  3)  ray: [o=(-2.475,-2.175,0), d=(0,0,-1)
pixel (29,  4)  ray: [o=(-2.325,-2.175,0), d=(0,0,-1)
pixel (29,  5)  ray: [o=(-2.175,-2.175,0), d=(0,0,-1)
pixel (29,  6)  ray: [o=(-2.025,-2.175,0), d=(0,0,-1)
pixel (29,  7)  ray: [o=(-1.875,-2.175,0), d=(0,0,-1)
pixel (29,  8)  ray: [o=(-1.725,-2.175,0), d=(0,0,-1)
pixel (29,  9)  ray: [o=(-1.575,-2.175,0), d=(0,0,-1)
pixel (29, 10)  ray: [o=(-1.425,-2.175,0), d=(0,0,-1)
pixel (29, 11)  ray: [o=(-1.275,-2.175,0), d=(0,0,-1)
pixel (29, 12)  ray: [o=(-1.125,-2.175,0), d=(0,0,-1)
pixel (29, 13)  ray: [o=(-0.975,-2.175,0), d=(0,0,-1)
pixel (29, 14)  ray: [o=(-0.825,-2.175,0), d=(0,0,-1)
pixel (29, 15)  ray: [o=(-0.675,-2.175,0), d=(0,0,-1)
pixel (29, 16)  ray: [o=(-0.525,-2.175,0), d=(0,0,-1)
pixel (29, 17)  ray: [o=(-0.375,-2.175,0), d=(0,0,-1)
pixel (29, 18)  ray: [o=(-0.225,-2.175,0), d=(0,0,-1)
pixel (29, 19)  ray: [o=(-0.075,-2.175,0), d=(0,0,-1)
pixel (29, 20)  ray: [o=(0.075,-2.175,0), d=(0,0,-1)
pixel (29, 21)  ray: [o=(0.225,-2.175,0), d=(0,0,-1)
pixel (29, 22)  ray: [o=(0.375,-2.175,0), d=(0,0,-1)
pixel (29, 23)  ray: [o=(0.525,-2.175,0), d=(0,0,-1)
pixel (29, 24)  ray: [o=(0.675,-2.175,0), d=(0,0,-1)
pixel (29, 25)  ray: [o=(0.825,-2.175,0), d=(0,0,-1)
pixel (29, 26)  ray: [o=(0.975,-2.175,0), d=(0,0,-1)
pixel (29, 27)  ray: [o=(1.125,-2.175,0), d=(0,0,-1)
pixel (29, 28)  ray: [o=(1.275,-2.175,0), d=(0,0,-1)
pixel (29, 29)  ray: [o=(1.425,-2.175,0), d=(0,0,-1)
pixel (29, 30)  ray: [o=(1.575,-2.175,0), d=(0,0,-1)
pixel (29, 31)  ray: [o=(1.725,-2.175,0), d=(0,0,-1)
pixel (29, 32)  ray: [o=(1.875,-2.175,0), d=(0,0,-1)
pixel (29, 33)  ray: [o=(2.025,-2.175,0), d=(0,0,-1)
pixel (29, 34)  ray: [o=(2.175,-2.175,0), d=(0,0,-1)
pixel (29, 35)  ray: [o=(2.325,-2.175,0), d=(0,0,-1)
pixel (29, 36)  ray: [o=(2.475,-2.175,0), d=(0,0,-1)
pixel (29, 37)  ray: [o=(2.625,-2.175,0), d=(0,0,-1)
pixel (29, 38)  ray: [o=(2.775,-2.175,0), d=(0,0,-1)
pixel (29, 39)  ray: [o=(2.925,-2.175,0), d=(0,0,-1)
pixel (28,  0)  ray: [o=(-2.925,-2.025,0), d=(0,0,-1)
pixel (28,  1)  ray: [o=(-2.775,-2.025,0), d=(0,0,-1)
pixel (28,  2)  ray: [o=(-2.625,-2.025,0), d=(0,0,-1)
pixel (28,  3)  ray: [o=(-2.475,-2.025,0), d=(0,0,-1)
pixel (28,  4)  ray: [o=(-2.325,-2.025,0), d=(0,0,-1)
pixel (28,  5)  ray: [o=(-2.175,-2.025,0), d=(0,0,-1)
pixel (28,  6)  ray: [o=(-2.025,-2.025,0), d=(0,0,-1)
pixel (28,  7)  ray: [o=(-1.875,-2.025,0), d=(0,0,-1)
pixel (28,  8)  ray: [o=(-1.725,-2.025,0), d=(0,0,-1)
pixel (28,  9)  ray: [o=(-1.575,-2.025,0), d=(0,0,-1)
pixel (28, 10)  ray: [o=(-1.425,-2.025,0), d=(0,0,-1)
pixel (28, 11)  ray: [o=(-1.275,-2.025,0), d=(0,0,-1)
pixel (28, 12)  ray: [o=(-1.125,-2.025,0), d=(0,0,-1)
pixel (28, 13)  ray: [o=(-0.975,-2.025,0), d=(0,0,-1)
pixel (28, 14)  ray: [o=(-0.825,-2.025,0), d=(0,0,-1)
pixel (28, 15)  ray: [o=(-0.675,-2.025,0), d=(0,0,-1)
pixel (28, 16)  ray: [o=(-0.525,-2.025,0), d=(0,0,-1)
pixel (28, 17)  ray: [o=(-0.375,-2.025,0), d=(0,0,-1)
pixel (28, 18)  ray: [o=(-0.225,-2.025,0), d=(0,0,-1)
pixel (28, 19)  ray: [o=(-0.075,-2.025,0), d=(0,0,-1)
pixel (28, 20)  ray: [o=(0.075,-2.025,0), d=(0,0,-1)
pixel (28, 21)  ray: [o=(0.225,-2.025,0), d=(0,0,-1)
pixel (28, 22)  ray: [o=(0.375,-2.025,0), d=(0,0,-1)
pixel (28, 23)  ray: [o=(0.525,-2.025,0), d=(0,0,-1)
pixel (28, 24)  ray: [o=(0.675,-2.025,0), d=(0,0,-1)
pixel (28, 25)  ray: [o=(0.825,-2.025,0), d=(0,0,-1)
pixel (28, 26)  ray: [o=(0.975,-2.025,0), d=(0,0,-1)
pixel (28, 27)  ray: [o=(1.125,-2.025,0), d=(0,0,-1)
pixel (28, 28)  ray: [o=(1.275,-2.025,0), d=(0,0,-1)
pixel (28, 29)  ray: [o=(1.425,-2.025,0), d=(0,0,-1)
pixel (28, 30)  ray: [o=(1.575,-2.025,0), d=(0,0,-1)
pixel (28, 31)  ray: [o=(1.725,-2.025,0), d=(0,0,-1)
pixel (28, 32)  ray: [o=(1.875,-2.025,0), d=(0,0,-1)
pixel (28, 33)  ray: [o=(2.025,-2.025,0), d=(0,0,-1)
pixel (28, 34)  ray: [o=(2.175,-2.025,0), d=(0,0,-1)
pixel (28, 35)  ray: [o=(2.325,-2.025,0), d=(0,0,-1)
pixel (28, 36)  ray: [o=(2.475,-2.025,0), d=(0,0,-1)
pixel (28, 37)  ray: [o=(2.625,-2.025,0), d=(0,0,-1)
pixel (28, 38)  ray: [o=(2.775,-2.025,0), d=(0,0,-1)
pixel (28, 39)  ray: [o=(2.925,-2.025,0), d=(0,0,-1)
pixel (27,  0)  ray: [o=(-2.925,-1.875,0), d=(0,0,-1)
pixel (27,  1)  ray: [o=(-2.775,-1.875,0), d=(0,0,-1)
pixel (27,  2)  ray: [o=(-2.625,-1.875,0), d=(0,0,-1)
pixel (27,  3)  ray: [o=(-2.475,-1.875,0), d=(0,0,-1)
pixel (27,  4)  ray: [o=(-2.325,-1.875,0), d=(0,0,-1)
pixel (27,  5)  ray: [o=(-2.175,-1.875,0), d=(0,0,-1)
pixel (27,  6)  ray: [o=(-2.025,-1.875,0), d=(0,0,-1)
pixel (27,  7)  ray: [o=(-1.875,-1.875,0), d=(0,0,-1)
pixel (27,  8)  ray: [o=(-1.725,-1.875,0), d=(0,0,-1)
pixel (27,  9)  ray: [o=(-1.575,-1.875,0), d=(0,0,-1)
pixel (27, 10)  ray: [o=(-1.425,-1.875,0), d=(0,0,-1)
pixel (27, 11)  ray: [o=(-1.275,-1.875,0), d=(0,0,-1)
pixel (27, 12)  ray: [o=(-1.125,-1.875,0), d=(0,0,-1)
pixel (27, 13)  ray: [o=(-0.975,-1.875,0), d=(0,0,-1)
pixel (27, 14)  ray: [o=(-0.825,-1.875,0), d=(0,0,-1)
pixel (27, 15)  ray: [o=(-0.675,-1.875,0), d=(0,0,-1)
pixel (27, 16)  ray: [o=(-0.525,-1.875,0), d=(0,0,-1)
pixel (27, 17)  ray: [o=(-0.375,-1.875,0), d=(0,0,-1)
pixel (27, 18)  ray: [o=(-0.225,-1.875,0), d=(0,0,-1)
pixel (27, 19)  ray: [o=(-0.075,-1.875,0), d=(0,0,-1)
pixel (27, 20)  ray: [o=(0.075,-1.875,0), d=(0,0,-1)
pixel (27, 21)  ray: [o=(0.225,-1.875,0), d=(0,0,-1)
pixel (27, 22)  ray: [o=(0.375,-1.875,0), d=(0,0,-1)
pixel (27, 23)  ray: [o=(0.525,-1.875,0), d=(0,0,-1)
pixel (27, 24)  ray: [o=(0.675,-1.875,0), d=(0,0,-1)
pixel (27, 25)  ray: [o=(0.825,-1.875,0), d=(0,0,-1)
pixel (27, 26)  ray: [o=(0.975,-1.875,0), d=(0,0,-1)
pixel (27, 27)  ray: [o=(1.125,-1.875,0), d=(0,0,-1)
pixel (27, 28)  ray: [o=(1.275,-1.875,0), d=(0,0,-1)
pixel (27, 29)  ray: [o=(1.425,-1.875,0), d=(0,0,-1)
pixel (27, 30)  ray: [o=(1.575,-1.875,0), d=(0,0,-1)
pixel (27, 31)  ray: [o=(1.725,-1.875,0), d=(0,0,-1)
pixel (27, 32)  ray: [o=(1.875,-1.875,0), d=(0,0,-1)
pixel (27, 33)  ray: [o=(2.025,-1.875,0), d=(0,0,-1)
pixel (27, 34)  ray: [o=(2.175,-1.875,0), d=(0,0,-1)
pixel (27, 35)  ray: [o=(2.325,-1.875,0), d=(0,0,-1)
